reviewid,pub_year,genre,score
22703,2017,electronic,9.3
22721,2017,metal,7.9
22659,2017,rock,7.3
22661,2017,rock,9.0
22725,2017,electronic,8.1
22722,2017,,7.4
22704,2017,rap,7.1
22694,2017,electronic,7.0
22714,2017,experimental,7.7
22724,2017,rap,5.3
22715,2017,experimental,8.0
22745,2017,rap,8.6
22700,2017,electronic,7.6
22720,2017,rap,3.5
22699,2017,rap,7.4
22665,2017,,6.6
22666,2017,experimental,7.4
22719,2016,pop/r&b,8.1
22719,2016,rap,8.1
22667,2016,experimental,7.2
22691,2016,pop/r&b,7.0
22691,2016,rap,7.0
22702,2016,metal,7.5
22718,2016,rock,6.3
22706,2016,experimental,7.8
22695,2016,experimental,6.5
22695,2016,rock,6.5
22713,2016,electronic,7.3
22705,2016,folk/country,6.8
22532,2016,rock,8.2
22701,2016,electronic,6.8
22707,2016,jazz,9.0
22708,2016,rap,4.4
22559,2016,metal,7.7
22692,2016,rap,7.6
22677,2016,experimental,7.1
22469,2016,rap,6.7
22469,2016,rock,6.7
22711,2016,rap,7.2
22678,2016,rap,5.0
22664,2016,jazz,8.0
22685,2016,electronic,6.4
22685,2016,rap,6.4
22690,2016,,7.7
22689,2016,rap,6.4
22697,2016,,7.1
22681,2016,electronic,5.9
22698,2016,pop/r&b,6.5
22684,2016,experimental,6.7
22693,2016,experimental,7.5
22686,2016,rap,4.5
22643,2016,rock,9.3
22640,2016,electronic,7.0
22688,2016,electronic,7.1
22696,2016,rap,6.7
22663,2016,rock,8.8
22687,2016,electronic,6.6
22662,2016,global,7.4
22317,2016,rock,8.0
22673,2016,,4.8
22655,2016,rap,7.0
22593,2016,,8.4
22627,2016,electronic,6.8
22627,2016,rock,6.8
22555,2016,electronic,9.5
22682,2016,rap,7.8
22679,2016,global,8.0
22657,2016,electronic,7.5
22654,2016,rock,6.7
22631,2016,rock,8.3
22683,2016,electronic,7.0
22635,2016,experimental,7.8
22653,2016,rock,6.9
22672,2016,rap,6.8
22536,2016,electronic,7.4
22676,2016,pop/r&b,6.3
22671,2016,rap,7.2
22675,2016,rap,6.4
22680,2016,folk/country,7.8
22641,2016,pop/r&b,6.6
22645,2016,pop/r&b,7.0
22393,2016,experimental,6.8
22393,2016,rock,6.8
22660,2016,electronic,5.2
22660,2016,jazz,5.2
22553,2016,pop/r&b,6.9
22553,2016,rock,6.9
22626,2016,rock,8.5
22639,2016,jazz,8.7
22658,2016,rock,6.9
22638,2016,experimental,7.7
22656,2016,electronic,7.5
22669,2016,rock,8.4
22634,2016,pop/r&b,6.2
22632,2016,electronic,7.4
22652,2016,jazz,7.0
22674,2016,electronic,6.9
22674,2016,experimental,6.9
22670,2016,rap,7.2
22646,2016,rock,7.2
22535,2016,electronic,8.0
22668,2016,pop/r&b,6.7
22650,2016,,6.2
22651,2016,electronic,6.5
22596,2016,experimental,7.2
22644,2016,electronic,5.2
22649,2016,electronic,8.2
22583,2016,electronic,6.5
22595,2016,pop/r&b,6.5
22467,2016,pop/r&b,8.5
22613,2016,rap,6.8
22620,2016,experimental,8.1
22633,2016,pop/r&b,7.2
22597,2016,electronic,7.4
22561,2016,rap,9.5
22648,2016,pop/r&b,8.0
22531,2016,experimental,7.8
22531,2016,rock,7.8
22533,2016,electronic,7.5
22637,2016,experimental,7.3
22647,2016,rap,6.9
22614,2016,rock,7.9
22622,2016,rock,8.0
22636,2016,rock,7.5
22629,2016,metal,6.5
22534,2016,electronic,8.0
22565,2016,rock,8.0
22395,2016,folk/country,7.3
22592,2016,electronic,8.2
22598,2016,rock,7.4
22628,2016,rock,6.6
22624,2016,rock,8.0
22619,2016,experimental,7.8
22619,2016,rock,7.8
22642,2016,rock,9.5
22603,2016,pop/r&b,7.8
22594,2016,,7.7
22630,2016,rock,7.4
22552,2016,electronic,6.5
22625,2016,rock,6.7
22618,2016,electronic,7.5
22602,2016,rock,6.4
22621,2016,rap,6.5
22607,2016,rap,9.0
22611,2016,pop/r&b,7.4
22616,2016,electronic,6.3
22617,2016,metal,6.4
22401,2016,folk/country,8.5
22394,2016,experimental,8.2
22457,2016,electronic,7.7
22501,2016,experimental,6.8
22612,2016,rap,7.0
22525,2016,folk/country,7.8
22610,2016,pop/r&b,5.4
22518,2016,experimental,7.9
22527,2016,experimental,8.6
22623,2016,pop/r&b,6.8
22563,2016,electronic,7.4
22563,2016,global,7.4
22563,2016,rock,7.4
22505,2016,folk/country,7.9
22465,2016,electronic,8.0
22465,2016,experimental,8.0
22465,2016,jazz,8.0
22465,2016,rock,8.0
22506,2016,rock,9.5
22581,2016,,6.0
22519,2016,rock,6.8
22608,2016,experimental,7.5
22573,2016,rock,6.6
22609,2016,electronic,7.2
22605,2016,rap,6.0
22606,2016,rock,8.5
22502,2016,metal,6.8
22582,2016,pop/r&b,6.5
22604,2016,rap,7.2
22585,2016,rap,7.8
22560,2016,rock,7.2
22589,2016,electronic,3.5
22584,2016,,7.8
22392,2016,rock,6.3
22347,2016,jazz,8.0
22571,2016,pop/r&b,5.9
22586,2016,rap,6.0
22587,2016,folk/country,8.0
22550,2016,pop/r&b,7.2
22464,2016,pop/r&b,6.8
22570,2016,rock,7.9
22599,2016,rap,7.1
22558,2016,rock,6.5
22415,2016,rock,7.6
22600,2016,pop/r&b,8.6
22566,2016,rap,7.6
22520,2016,experimental,7.3
22520,2016,jazz,7.3
22574,2016,rap,7.2
22452,2016,rock,6.0
22588,2016,rap,7.9
22455,2016,electronic,7.3
22480,2016,rap,6.5
22543,2016,electronic,7.4
22579,2016,rock,6.6
22576,2016,experimental,7.7
22569,2016,pop/r&b,9.0
22556,2016,pop/r&b,6.8
22575,2016,rap,6.9
22554,2016,jazz,7.5
22528,2016,electronic,7.9
22540,2016,metal,6.9
22374,2016,rock,10.0
22562,2016,rock,7.1
22578,2016,pop/r&b,7.0
22414,2016,electronic,7.6
22498,2016,rock,8.0
22413,2016,electronic,7.8
22572,2016,rap,6.9
22462,2016,electronic,8.2
22557,2016,metal,7.6
22485,2016,rock,10.0
22547,2016,rap,6.0
22537,2016,rock,8.0
22441,2016,rock,8.1
22517,2016,electronic,7.6
22523,2016,rap,7.8
22551,2016,pop/r&b,7.6
22568,2016,electronic,6.8
22483,2016,jazz,6.4
22567,2016,,6.2
22549,2016,rock,6.5
22545,2016,pop/r&b,7.0
22546,2016,electronic,7.5
22526,2016,rock,7.7
22529,2016,rock,6.7
22500,2016,electronic,7.4
22548,2016,electronic,7.1
22524,2016,pop/r&b,6.9
22324,2016,rock,8.2
22442,2016,electronic,7.5
22442,2016,experimental,7.5
22516,2016,jazz,8.1
22514,2016,rock,8.5
22542,2016,,6.8
22454,2016,rock,7.4
22436,2016,,6.6
22377,2016,rock,7.0
22291,2016,rock,6.4
22378,2016,rock,7.3
22541,2016,,6.0
22503,2016,metal,6.5
22479,2016,rock,6.7
22522,2016,rap,7.5
22515,2016,electronic,4.0
22530,2016,electronic,7.2
22507,2016,rap,4.9
22521,2016,rock,4.5
22512,2016,electronic,7.3
22508,2016,rock,6.9
22509,2016,folk/country,7.0
22463,2016,rock,8.3
22513,2016,rap,7.8
22412,2016,electronic,8.1
22504,2016,,7.0
22389,2016,pop/r&b,8.2
22499,2016,rock,6.6
22495,2016,metal,7.2
22461,2016,global,8.0
22494,2016,pop/r&b,6.2
22440,2016,folk/country,8.5
22496,2016,rock,5.9
22497,2016,jazz,7.9
22458,2016,rock,7.4
22308,2016,rock,9.3
22390,2016,electronic,6.0
22511,2016,rap,6.1
22493,2016,electronic,8.0
22339,2016,rock,6.8
22490,2016,electronic,6.0
22404,2016,rock,8.6
22372,2016,global,7.2
22411,2016,electronic,5.7
22348,2016,rock,9.5
22391,2016,rap,7.4
22410,2016,electronic,7.6
22492,2016,rock,7.4
22488,2016,rock,7.5
22477,2016,rock,7.7
22489,2016,pop/r&b,5.1
22438,2016,electronic,7.1
22323,2016,folk/country,8.2
22307,2016,jazz,6.9
22307,2016,pop/r&b,6.9
22486,2016,rap,7.5
22478,2016,global,6.2
22478,2016,rap,6.2
22474,2016,rock,5.1
22450,2016,experimental,7.3
22449,2016,folk/country,7.3
22460,2016,metal,7.5
22439,2016,metal,7.2
22253,2016,pop/r&b,9.0
22318,2016,rock,5.3
22445,2016,electronic,8.1
22484,2016,rap,6.9
22466,2016,metal,6.7
22429,2016,pop/r&b,7.4
22451,2016,rock,5.3
22471,2016,pop/r&b,5.8
22470,2016,electronic,7.3
22437,2016,rock,5.5
22475,2016,pop/r&b,6.4
22476,2016,metal,7.1
22472,2016,experimental,7.3
22482,2016,pop/r&b,8.7
22376,2016,rock,6.8
22459,2016,experimental,7.0
22375,2016,electronic,7.6
22314,2016,experimental,8.3
22362,2016,folk/country,7.7
22435,2016,global,7.7
22373,2016,metal,7.8
22447,2016,pop/r&b,7.2
22468,2016,rap,8.5
22446,2016,rap,7.5
22299,2016,jazz,8.3
22434,2016,experimental,7.9
22292,2016,rock,9.2
22368,2016,rock,7.5
22430,2016,electronic,7.4
22346,2016,experimental,9.0
22388,2016,electronic,6.7
22420,2016,rock,9.0
22298,2016,electronic,6.6
22304,2016,electronic,6.9
22425,2016,experimental,7.0
22444,2016,electronic,8.7
22426,2016,rock,6.7
22424,2016,experimental,8.2
22315,2016,rock,7.3
22431,2016,rap,7.6
22443,2016,rap,6.9
22432,2016,rock,7.0
22427,2016,rock,7.3
22423,2016,folk/country,6.6
22387,2016,electronic,7.3
22146,2016,rap,6.0
22386,2016,folk/country,7.8
22416,2016,electronic,6.8
22416,2016,pop/r&b,6.8
22134,2016,rock,8.5
22422,2016,rock,7.4
22370,2016,rock,7.3
22400,2016,pop/r&b,6.6
22045,2016,pop/r&b,9.4
22419,2016,rock,7.4
22428,2016,rap,7.7
22406,2016,electronic,7.8
22369,2016,electronic,6.8
22313,2016,pop/r&b,8.3
22313,2016,rock,8.3
22405,2016,rock,6.3
22302,2016,experimental,7.6
22399,2016,rap,7.7
22409,2016,rock,7.5
22421,2016,rap,6.1
22385,2016,rock,7.1
22384,2016,rap,8.1
22418,2016,pop/r&b,6.6
22326,2016,metal,7.4
22366,2016,rap,7.5
22367,2016,rock,7.5
22402,2016,rock,8.2
22382,2016,,7.5
22383,2016,electronic,7.6
22408,2016,electronic,7.0
22407,2016,rock,7.9
22312,2016,jazz,7.6
22381,2016,electronic,7.7
22357,2016,metal,8.0
22061,2016,experimental,10.0
22293,2016,rap,7.8
22310,2016,experimental,8.9
22398,2016,experimental,7.0
22398,2016,rock,7.0
22403,2016,rap,7.4
22397,2016,rock,8.0
22359,2016,rock,8.1
22365,2016,electronic,7.1
22358,2016,experimental,7.6
22358,2016,jazz,7.6
22300,2016,experimental,8.4
22335,2016,rap,6.8
22379,2016,metal,7.7
22360,2016,rock,7.8
22336,2016,rock,9.0
22283,2016,,9.2
22303,2016,electronic,7.4
22306,2016,rock,7.1
22396,2016,global,5.9
22396,2016,pop/r&b,5.9
22343,2016,rock,9.1
22305,2016,experimental,7.5
22238,2016,,8.3
22350,2016,rock,8.0
22356,2016,experimental,4.6
22112,2016,electronic,6.5
22309,2016,folk/country,7.5
22345,2016,experimental,7.4
22255,2016,global,9.4
22327,2016,experimental,9.0
22288,2016,rock,7.0
22364,2016,rap,4.4
22380,2016,folk/country,8.0
22355,2016,rock,7.0
22289,2016,rock,8.1
22290,2016,electronic,7.4
22330,2016,electronic,7.3
22330,2016,folk/country,7.3
22361,2016,rap,7.2
22284,2016,rock,8.2
22354,2016,pop/r&b,7.1
22351,2016,pop/r&b,6.8
22363,2016,rap,8.1
22281,2016,electronic,7.0
22342,2016,jazz,8.1
22352,2016,electronic,6.0
22322,2016,electronic,7.9
22287,2016,rock,7.8
22344,2016,rap,5.3
22286,2016,,7.2
22212,2016,experimental,9.1
22353,2016,rap,6.4
22349,2016,rock,7.5
22337,2016,,7.8
21989,2016,rock,6.2
22282,2016,rock,8.8
22332,2016,electronic,7.3
22332,2016,rock,7.3
22333,2016,experimental,8.0
22277,2016,experimental,8.7
22329,2016,rap,8.5
22338,2016,pop/r&b,8.6
22338,2016,rock,8.6
22341,2016,electronic,6.6
22341,2016,experimental,6.6
22341,2016,rock,6.6
22271,2016,jazz,7.3
22319,2016,rap,2.0
22319,2016,rock,2.0
22331,2016,rock,5.3
22325,2016,electronic,5.6
22320,2016,experimental,7.3
22320,2016,rock,7.3
22296,2016,rap,8.0
22243,2016,electronic,6.8
22328,2016,rock,7.5
22279,2016,folk/country,7.5
22256,2016,rock,8.1
22340,2016,rap,6.5
22251,2016,rock,8.2
22257,2016,electronic,8.0
22132,2016,rap,9.4
22254,2016,rock,6.7
22252,2016,electronic,7.7
22260,2016,experimental,7.4
22321,2016,electronic,5.9
22280,2016,rap,6.5
22231,2016,electronic,7.4
22311,2016,folk/country,6.3
22295,2016,pop/r&b,9.0
22285,2016,,7.7
22249,2016,experimental,7.6
22258,2016,experimental,7.5
22211,2016,rap,6.3
22223,2016,rock,5.0
22276,2016,,7.8
22237,2016,electronic,7.6
22273,2016,pop/r&b,7.0
22274,2016,rap,7.7
22241,2016,rock,6.8
22233,2016,experimental,7.8
22248,2016,rock,7.9
22236,2016,electronic,8.0
22242,2016,rock,6.8
22239,2016,global,8.1
22239,2016,jazz,8.1
22239,2016,rap,8.1
22174,2016,pop/r&b,10.0
22267,2016,rap,8.0
22270,2016,experimental,7.2
22270,2016,rock,7.2
22230,2016,experimental,8.0
22169,2016,rock,5.0
22246,2016,electronic,6.9
22272,2016,rock,6.4
22227,2016,,6.7
22228,2016,rock,7.9
22245,2016,rock,7.6
22210,2016,rap,5.6
22264,2016,rock,8.0
22263,2016,rock,5.6
22265,2016,electronic,8.0
22261,2016,rap,6.4
22234,2016,electronic,8.0
22226,2016,rock,7.8
22262,2016,,6.2
22193,2016,pop/r&b,7.4
22244,2016,rock,7.9
22217,2016,rock,8.1
22232,2016,rap,6.0
22020,2016,rap,7.6
22215,2016,rock,7.4
22225,2016,electronic,7.0
22220,2016,,8.3
22131,2016,rock,9.2
22221,2016,rap,7.7
22247,2016,rock,8.2
22198,2016,folk/country,6.5
22214,2016,electronic,7.2
22185,2016,rock,7.5
22207,2016,electronic,6.8
22189,2016,electronic,6.0
22240,2016,rap,7.0
22150,2016,rock,6.3
22197,2016,electronic,5.3
22213,2016,rock,7.0
22208,2016,electronic,6.8
22202,2016,,6.1
22219,2016,,7.0
22206,2016,pop/r&b,6.5
22151,2016,electronic,7.8
22137,2016,,4.0
22200,2016,,7.8
22216,2016,electronic,4.8
22209,2016,electronic,6.7
22170,2016,electronic,6.5
22170,2016,pop/r&b,6.5
22139,2016,rock,6.8
22218,2016,rap,8.0
22182,2016,electronic,7.9
22203,2016,experimental,8.3
22044,2016,pop/r&b,8.6
22186,2016,rock,8.8
22204,2016,rap,8.0
22188,2016,experimental,7.6
22188,2016,jazz,7.6
22205,2016,metal,7.0
22191,2016,pop/r&b,6.9
22191,2016,rap,6.9
22199,2016,rap,6.0
22195,2016,electronic,7.2
22148,2016,electronic,8.0
22196,2016,metal,7.3
22196,2016,rock,7.3
22201,2016,rap,6.9
22187,2016,folk/country,6.8
22179,2016,rock,6.8
22149,2016,rock,7.5
22152,2016,,7.5
22192,2016,electronic,7.7
22165,2016,,6.9
22163,2016,pop/r&b,7.9
22143,2016,electronic,2.5
22183,2016,electronic,8.2
22178,2016,rock,7.2
22168,2016,rock,7.0
22145,2016,experimental,8.0
22142,2016,metal,4.0
22184,2016,electronic,8.3
22162,2016,experimental,6.9
22107,2016,rock,7.1
22159,2016,jazz,10.0
22159,2016,pop/r&b,10.0
22118,2016,,8.2
22194,2016,rock,6.8
22133,2016,metal,6.4
22173,2016,global,8.4
22113,2016,experimental,5.8
22190,2016,electronic,6.3
22172,2016,global,6.8
22180,2016,pop/r&b,7.8
22136,2016,rap,7.7
22181,2016,folk/country,7.6
22130,2016,electronic,8.0
22177,2016,rap,6.1
22147,2016,metal,7.5
22147,2016,rock,7.5
22175,2016,electronic,7.0
22129,2016,metal,7.8
22157,2016,rap,7.0
22128,2016,,5.2
22160,2016,rap,7.1
22098,2016,metal,7.6
22098,2016,rock,7.6
22167,2016,rap,5.8
22171,2016,rap,7.2
21886,2016,pop/r&b,6.9
22154,2016,rock,8.2
22166,2016,,7.4
22043,2016,rap,9.1
22161,2016,rap,7.0
22123,2016,rock,7.5
22144,2016,rock,7.0
22176,2016,pop/r&b,6.8
22119,2016,electronic,7.3
22121,2016,rap,7.2
22126,2016,,7.0
22158,2016,electronic,7.4
22158,2016,experimental,7.4
22158,2016,rock,7.4
22156,2016,pop/r&b,8.4
22135,2016,rap,7.7
22106,2016,global,8.0
22140,2016,rock,7.9
22120,2016,experimental,8.2
22110,2016,pop/r&b,6.2
22138,2016,rap,6.5
22127,2016,metal,8.0
22109,2016,jazz,7.1
22117,2016,electronic,6.5
22125,2016,electronic,8.0
22125,2016,rock,8.0
22155,2016,experimental,6.9
22101,2016,rap,6.9
22103,2016,experimental,8.2
22116,2016,rock,8.0
22124,2016,electronic,7.2
22087,2016,electronic,7.4
21924,2016,rock,9.2
22073,2016,rock,8.2
22141,2016,rap,6.5
22062,2016,electronic,8.0
22108,2016,,7.5
22075,2016,pop/r&b,7.7
22111,2016,rock,6.8
22122,2016,experimental,3.5
22105,2016,electronic,7.5
22094,2016,rap,8.3
22090,2016,electronic,6.8
22064,2016,,6.9
22102,2016,experimental,7.8
22093,2016,experimental,8.1
22100,2016,electronic,7.7
22095,2016,rock,7.3
22114,2016,electronic,6.9
22057,2016,pop/r&b,8.4
22097,2016,experimental,7.6
22088,2016,experimental,7.0
22099,2016,metal,5.3
21895,2016,global,8.5
21895,2016,rock,8.5
22085,2016,pop/r&b,7.8
22071,2016,electronic,6.1
22059,2016,rock,7.4
22104,2016,pop/r&b,6.0
22035,2016,pop/r&b,9.5
22060,2016,pop/r&b,7.2
22092,2016,folk/country,7.8
22016,2016,folk/country,7.9
22026,2016,electronic,7.1
22065,2016,electronic,8.5
22091,2016,electronic,7.8
22086,2016,experimental,6.3
22086,2016,pop/r&b,6.3
22015,2016,jazz,7.6
22015,2016,metal,7.6
22072,2016,electronic,8.2
22074,2016,metal,8.0
22089,2016,rap,6.3
22027,2016,electronic,5.1
22027,2016,rock,5.1
22080,2016,rock,5.5
22083,2016,pop/r&b,3.5
21883,2016,pop/r&b,6.8
22076,2016,experimental,6.9
22067,2016,rock,7.6
22084,2016,rock,7.3
22069,2016,rock,7.5
22056,2016,rock,7.0
22054,2016,rock,9.3
22079,2016,rap,4.7
22081,2016,rock,6.6
22063,2016,rock,7.4
22082,2016,experimental,7.6
22077,2016,rap,6.8
22078,2016,electronic,5.0
22066,2016,,6.4
22022,2016,experimental,7.5
22052,2016,pop/r&b,8.8
22070,2016,,7.8
22029,2016,pop/r&b,7.3
22021,2016,rock,7.4
22030,2016,experimental,7.1
22013,2016,experimental,6.9
22013,2016,rock,6.9
21969,2016,folk/country,7.4
22001,2016,,4.9
22055,2016,rock,8.5
22041,2016,metal,7.4
22041,2016,rock,7.4
22068,2016,rock,5.2
22042,2016,electronic,5.8
22039,2016,electronic,9.1
21985,2016,rock,3.8
22018,2016,electronic,5.0
22018,2016,rock,5.0
22058,2016,pop/r&b,7.4
21968,2016,,7.0
22053,2016,rock,10.0
22019,2016,electronic,6.6
22014,2016,electronic,8.5
22014,2016,rock,8.5
22038,2016,experimental,7.5
22038,2016,jazz,7.5
22007,2016,jazz,7.2
22050,2016,rock,8.5
21719,2016,pop/r&b,7.8
22012,2016,,7.9
22032,2016,experimental,6.4
22049,2016,electronic,6.0
22048,2016,rock,8.0
22017,2016,electronic,7.8
22005,2016,rock,5.6
21970,2016,rock,8.5
22036,2016,rap,5.9
21971,2016,folk/country,7.5
21979,2016,rock,7.0
21994,2016,rock,8.1
21988,2016,rap,8.0
21984,2016,electronic,6.9
22000,2016,pop/r&b,6.5
21992,2016,rock,5.4
22010,2016,electronic,5.0
22011,2016,rock,6.7
22034,2016,,7.7
21951,2016,electronic,8.0
22037,2016,rock,9.0
22024,2016,rock,8.2
21884,2016,rock,6.5
22046,2016,rap,7.2
21982,2016,metal,7.8
21973,2016,rock,6.5
21726,2016,rock,3.0
22033,2016,rock,8.3
21991,2016,electronic,6.1
22004,2016,rock,8.8
22040,2016,pop/r&b,6.3
21974,2016,electronic,6.2
21974,2016,rock,6.2
22008,2016,experimental,6.8
22006,2016,rock,7.2
21972,2016,electronic,6.9
22031,2016,rap,6.8
21945,2016,rock,6.4
21995,2016,rock,6.0
21965,2016,electronic,5.7
21965,2016,rock,5.7
21882,2016,experimental,6.9
22002,2016,jazz,7.7
21990,2016,electronic,5.6
21885,2016,experimental,8.1
21967,2016,electronic,6.5
21966,2016,electronic,8.0
21966,2016,experimental,8.0
21966,2016,global,8.0
21966,2016,rock,8.0
21889,2016,metal,7.8
21964,2016,pop/r&b,10.0
21980,2016,electronic,8.8
21946,2016,electronic,7.1
21946,2016,pop/r&b,7.1
21946,2016,rock,7.1
21941,2016,electronic,5.7
21941,2016,rock,5.7
21931,2016,rock,6.7
21953,2016,rock,7.0
21987,2016,rock,7.2
21996,2016,electronic,6.8
21999,2016,rock,7.7
21998,2016,rap,7.5
21978,2016,rock,7.2
21961,2016,electronic,5.7
21961,2016,rock,5.7
21722,2016,rock,8.4
21952,2016,rock,7.1
21997,2016,,7.6
21872,2016,rock,6.0
21954,2016,rock,8.0
21986,2016,rock,6.0
21962,2016,electronic,6.2
21962,2016,rock,6.2
21938,2016,electronic,7.6
21654,2016,metal,8.1
21871,2016,rock,8.3
21828,2016,rock,7.7
21959,2016,metal,5.5
21959,2016,rock,5.5
21977,2016,rock,5.9
21981,2016,rap,8.0
21904,2016,rap,8.5
21873,2016,folk/country,8.0
21960,2016,global,8.0
21890,2016,,7.6
21913,2016,rap,8.2
21932,2016,pop/r&b,6.2
21942,2016,pop/r&b,7.7
21937,2016,,7.4
21921,2016,electronic,6.4
21916,2016,folk/country,8.0
21976,2016,rap,5.0
21915,2016,rock,7.9
21944,2016,rock,5.5
21723,2016,electronic,6.6
21958,2016,electronic,6.0
21975,2016,rock,7.6
21957,2016,rap,7.4
21917,2016,rock,7.6
21943,2016,rock,6.0
21910,2016,rock,6.9
21956,2016,folk/country,7.1
21891,2016,pop/r&b,7.5
21718,2016,rock,7.8
21922,2016,pop/r&b,7.9
21786,2016,electronic,7.4
21950,2016,electronic,7.0
21821,2016,jazz,7.4
21947,2016,electronic,7.7
21934,2016,experimental,7.5
21675,2016,rock,8.0
21940,2016,rap,5.3
21933,2016,folk/country,7.9
21949,2016,global,8.1
21948,2016,rock,7.0
21955,2016,rock,7.4
21536,2016,,7.3
21936,2016,rock,6.0
21892,2016,pop/r&b,7.6
21874,2016,electronic,7.4
21584,2016,experimental,7.6
21880,2016,rock,6.5
21896,2016,rock,8.8
21923,2016,pop/r&b,7.7
21929,2016,rock,7.0
21914,2016,folk/country,8.0
21939,2016,rock,6.4
21926,2016,electronic,8.0
21893,2016,experimental,7.6
21868,2016,rock,6.6
21920,2016,electronic,7.5
21864,2016,folk/country,7.6
21894,2016,rock,5.1
21935,2016,rock,7.9
21721,2016,jazz,7.8
21673,2016,rock,8.5
21928,2016,rap,5.2
21898,2016,rock,6.9
21875,2016,folk/country,6.5
21875,2016,rock,6.5
21771,2016,,8.1
21725,2016,folk/country,7.0
21912,2016,electronic,7.3
21865,2016,pop/r&b,6.5
21802,2016,pop/r&b,7.9
21676,2016,rock,8.0
21887,2016,rock,8.2
21919,2016,electronic,6.7
21909,2016,rap,9.1
21700,2016,rock,7.2
21911,2016,electronic,6.9
21869,2016,rock,6.9
21918,2016,jazz,8.4
21677,2016,rock,7.7
21818,2016,metal,8.0
21784,2016,rock,6.8
21862,2016,rock,7.3
21901,2016,rock,9.0
21858,2016,rap,7.8
21900,2016,pop/r&b,7.6
21877,2016,rock,7.9
21899,2016,pop/r&b,8.0
21785,2016,electronic,7.6
21724,2016,rock,7.2
21908,2016,global,7.4
21879,2016,experimental,8.1
21879,2016,rap,8.1
21876,2016,electronic,4.9
21820,2016,electronic,7.2
21859,2016,rock,6.8
21907,2016,rock,9.1
21888,2016,rock,7.8
21678,2016,jazz,6.7
21878,2016,folk/country,6.8
21906,2016,pop/r&b,8.2
21861,2016,folk/country,7.5
21863,2016,rap,6.7
21852,2016,rock,7.0
21782,2016,electronic,8.2
21783,2016,electronic,7.8
21855,2016,rap,6.6
21720,2016,rock,7.4
21817,2016,jazz,8.3
21701,2016,electronic,8.5
21701,2016,experimental,8.5
21701,2016,global,8.5
21701,2016,rock,8.5
21854,2016,,5.0
21856,2016,rock,5.0
21905,2016,rock,6.0
21849,2016,rock,8.4
21860,2016,,7.2
21645,2016,metal,8.2
21857,2016,electronic,4.7
21857,2016,pop/r&b,4.7
21819,2016,experimental,9.0
21819,2016,pop/r&b,9.0
21794,2016,rock,6.5
21810,2016,,7.7
21815,2016,,7.1
21687,2016,rap,8.2
21804,2016,electronic,8.0
21853,2016,,8.0
21851,2016,rock,7.5
21848,2016,electronic,7.0
21848,2016,rock,7.0
21653,2016,,8.1
21813,2016,electronic,7.0
21813,2016,rock,7.0
21903,2016,rap,7.2
21816,2016,rock,8.5
21836,2016,rap,6.8
21835,2016,,7.4
21850,2016,pop/r&b,6.9
21801,2016,experimental,7.6
21845,2016,pop/r&b,10.0
21845,2016,rock,10.0
21842,2016,pop/r&b,10.0
21842,2016,rock,10.0
21844,2016,pop/r&b,9.1
21844,2016,rock,9.1
21846,2016,pop/r&b,8.3
21846,2016,rock,8.3
21841,2016,pop/r&b,10.0
21841,2016,rock,10.0
21866,2016,pop/r&b,10.0
21866,2016,rock,10.0
21843,2016,pop/r&b,9.0
21843,2016,rock,9.0
21847,2016,pop/r&b,8.8
21847,2016,rock,8.8
21715,2016,rock,7.0
21839,2016,rap,7.5
21637,2016,rap,7.8
21781,2016,experimental,7.9
21743,2016,experimental,8.0
21806,2016,experimental,7.6
21806,2016,rock,7.6
21834,2016,electronic,6.4
21825,2016,rap,7.1
21867,2016,pop/r&b,8.5
21826,2016,rap,7.3
21838,2016,rock,6.2
21837,2016,rap,6.9
21833,2016,electronic,7.1
21797,2016,jazz,9.0
21762,2016,experimental,8.7
21762,2016,metal,8.7
21717,2016,rock,8.1
21814,2016,experimental,5.7
21814,2016,rock,5.7
21694,2016,experimental,5.6
21799,2016,jazz,8.4
21840,2016,rap,6.8
21744,2016,rock,6.8
21714,2016,rock,9.1
21696,2016,electronic,6.8
21696,2016,global,6.8
21832,2016,metal,8.0
21827,2016,rock,6.6
21808,2016,rock,5.9
21807,2016,experimental,7.0
21792,2016,rock,7.0
21695,2016,electronic,7.9
21709,2016,rap,6.9
21778,2016,electronic,6.8
21708,2016,,8.9
21809,2016,,6.8
21758,2016,folk/country,8.0
21791,2016,rock,7.6
21699,2016,experimental,6.7
21831,2016,electronic,6.0
21831,2016,experimental,6.0
21822,2016,experimental,7.6
21822,2016,rock,7.6
21800,2016,rock,7.5
21733,2016,rock,6.9
21729,2016,rap,7.0
21824,2016,rap,6.8
21681,2016,rock,8.3
21680,2016,experimental,7.8
21829,2016,rap,6.4
21636,2016,folk/country,8.1
21703,2016,experimental,6.0
21698,2016,rock,7.6
21749,2016,experimental,7.7
21749,2016,rock,7.7
21697,2016,rock,6.8
21742,2016,rock,6.8
21780,2016,electronic,8.1
21755,2016,metal,8.6
21688,2016,pop/r&b,7.8
21812,2016,rap,8.0
21716,2016,rock,7.8
21732,2016,electronic,7.5
21732,2016,metal,7.5
21547,2016,metal,7.8
21547,2016,rock,7.8
21562,2016,experimental,8.0
21811,2016,rock,7.0
21770,2016,pop/r&b,7.5
21752,2016,pop/r&b,5.0
21769,2016,electronic,6.8
21769,2016,rock,6.8
21690,2016,electronic,7.2
